,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
160,240.0,240.0,43.0,80.0,0.538,18.0,41.0,0.439,13.0,20.0,0.65,6.0,36.0,42.0,26.0,7.0,6.0,11.0,18.0,117.0,,,0.659,0.65,0.513,0.25,15.4,73.5,47.7,60.5,7.5,12.2,11.0,100.0,126.1,114.2,,,18.0,29.0,0.889,8.0,15.0,0.533,4.0,8.0,1.0,3.0,8.0,11.0,6.0,4.0,4.0,4.0,4.0,48.0,44.6,29.0,0.799,0.889,1.0,1.0,9.5,30.5,17.0,35.4,5.4,10.4,36.4,41.1,157.0,126.0,BRK,117,0,240.0,240.0,37.0,88.0,0.42,16.0,39.0,0.41,16.0,23.0,0.696,13.0,33.0,46.0,24.0,6.0,1.0,11.0,18.0,106.0,,,0.54,0.511,0.443,0.261,26.5,84.6,52.3,64.9,6.5,2.6,10.1,100.0,114.8,126.7,,,11.0,22.0,0.583,6.0,10.0,0.667,5.0,5.0,1.0,4.0,9.0,11.0,9.0,1.0,1.0,4.0,4.0,29.0,18.9,10.0,0.688,0.688,0.909,1.0,22.0,44.6,27.6,70.5,2.9,5.0,33.3,37.4,143.0,132.0,UTA,106,1,2023,2023-01-20,True
161,240.0,240.0,37.0,88.0,0.42,16.0,39.0,0.41,16.0,23.0,0.696,13.0,33.0,46.0,24.0,6.0,1.0,11.0,18.0,106.0,,,0.54,0.511,0.443,0.261,26.5,84.6,52.3,64.9,6.5,2.6,10.1,100.0,114.8,126.7,,,11.0,22.0,0.583,6.0,10.0,0.667,5.0,5.0,1.0,4.0,9.0,11.0,9.0,1.0,1.0,4.0,4.0,29.0,18.9,10.0,0.688,0.688,0.909,1.0,22.0,44.6,27.6,70.5,2.9,5.0,33.3,37.4,143.0,132.0,UTA,106,1,240.0,240.0,43.0,80.0,0.538,18.0,41.0,0.439,13.0,20.0,0.65,6.0,36.0,42.0,26.0,7.0,6.0,11.0,18.0,117.0,,,0.659,0.65,0.513,0.25,15.4,73.5,47.7,60.5,7.5,12.2,11.0,100.0,126.1,114.2,,,18.0,29.0,0.889,8.0,15.0,0.533,4.0,8.0,1.0,3.0,8.0,11.0,6.0,4.0,4.0,4.0,4.0,48.0,44.6,29.0,0.799,0.889,1.0,1.0,9.5,30.5,17.0,35.4,5.4,10.4,36.4,41.1,157.0,126.0,BRK,117,0,2023,2023-01-20,False
162,240.0,240.0,43.0,95.0,0.453,8.0,29.0,0.276,15.0,21.0,0.714,14.0,29.0,43.0,24.0,9.0,4.0,13.0,20.0,109.0,,,0.523,0.495,0.305,0.221,29.8,76.3,50.6,55.8,9.0,7.4,11.1,100.0,109.3,112.3,,,13.0,23.0,1.0,2.0,6.0,0.5,4.0,5.0,1.0,6.0,7.0,13.0,5.0,3.0,3.0,4.0,3.0,30.0,28.4,5.0,1.0,1.0,0.75,0.5,16.2,57.4,25.7,21.0,13.6,13.5,100.0,31.5,161.0,120.0,MIA,109,0,240.0,240.0,40.0,81.0,0.494,8.0,27.0,0.296,24.0,30.0,0.8,9.0,33.0,42.0,20.0,10.0,4.0,17.0,18.0,112.0,,,0.594,0.543,0.333,0.37,23.7,70.2,49.4,50.0,10.0,6.1,15.3,100.0,112.3,109.3,,,9.0,18.0,0.818,4.0,7.0,1.0,12.0,14.0,1.0,3.0,7.0,9.0,9.0,4.0,1.0,7.0,4.0,32.0,29.5,15.0,0.852,0.818,1.0,0.933,17.3,22.6,17.9,41.0,4.8,3.7,50.0,33.2,153.0,117.0,LAL,112,1,2023,2023-01-04,False
163,240.0,240.0,40.0,81.0,0.494,8.0,27.0,0.296,24.0,30.0,0.8,9.0,33.0,42.0,20.0,10.0,4.0,17.0,18.0,112.0,,,0.594,0.543,0.333,0.37,23.7,70.2,49.4,50.0,10.0,6.1,15.3,100.0,112.3,109.3,,,9.0,18.0,0.818,4.0,7.0,1.0,12.0,14.0,1.0,3.0,7.0,9.0,9.0,4.0,1.0,7.0,4.0,32.0,29.5,15.0,0.852,0.818,1.0,0.933,17.3,22.6,17.9,41.0,4.8,3.7,50.0,33.2,153.0,117.0,LAL,112,1,240.0,240.0,43.0,95.0,0.453,8.0,29.0,0.276,15.0,21.0,0.714,14.0,29.0,43.0,24.0,9.0,4.0,13.0,20.0,109.0,,,0.523,0.495,0.305,0.221,29.8,76.3,50.6,55.8,9.0,7.4,11.1,100.0,109.3,112.3,,,13.0,23.0,1.0,2.0,6.0,0.5,4.0,5.0,1.0,6.0,7.0,13.0,5.0,3.0,3.0,4.0,3.0,30.0,28.4,5.0,1.0,1.0,0.75,0.5,16.2,57.4,25.7,21.0,13.6,13.5,100.0,31.5,161.0,120.0,MIA,109,0,2023,2023-01-04,True
164,240.0,240.0,46.0,94.0,0.489,11.0,37.0,0.297,20.0,23.0,0.87,14.0,30.0,44.0,24.0,12.0,5.0,14.0,17.0,123.0,,,0.591,0.548,0.394,0.245,29.8,75.0,50.6,52.2,11.6,7.8,11.9,100.0,118.5,106.9,,,8.0,18.0,1.0,3.0,9.0,0.6,5.0,6.0,1.0,8.0,10.0,12.0,11.0,5.0,2.0,3.0,3.0,23.0,22.9,19.0,1.0,1.0,0.8,0.571,33.8,42.8,27.4,55.3,10.1,5.5,50.0,34.3,164.0,116.0,PHI,123,0,240.0,240.0,44.0,87.0,0.506,8.0,23.0,0.348,15.0,18.0,0.833,10.0,33.0,43.0,25.0,9.0,2.0,23.0,20.0,111.0,,,0.585,0.552,0.264,0.207,25.0,70.2,49.4,56.8,8.7,3.5,19.5,100.0,107.5,119.1,,,11.0,17.0,1.0,4.0,8.0,0.5,6.0,7.0,1.0,3.0,10.0,13.0,6.0,3.0,1.0,5.0,3.0,26.0,21.8,3.0,1.0,1.0,0.667,0.5,18.6,29.1,20.4,30.1,4.1,2.9,50.0,26.6,204.0,124.0,DET,111,1,2023,2023-01-08,True
165,240.0,240.0,44.0,87.0,0.506,8.0,23.0,0.348,15.0,18.0,0.833,10.0,33.0,43.0,25.0,9.0,2.0,23.0,20.0,111.0,,,0.585,0.552,0.264,0.207,25.0,70.2,49.4,56.8,8.7,3.5,19.5,100.0,107.5,119.1,,,11.0,17.0,1.0,4.0,8.0,0.5,6.0,7.0,1.0,3.0,10.0,13.0,6.0,3.0,1.0,5.0,3.0,26.0,21.8,3.0,1.0,1.0,0.667,0.5,18.6,29.1,20.4,30.1,4.1,2.9,50.0,26.6,204.0,124.0,DET,111,1,240.0,240.0,46.0,94.0,0.489,11.0,37.0,0.297,20.0,23.0,0.87,14.0,30.0,44.0,24.0,12.0,5.0,14.0,17.0,123.0,,,0.591,0.548,0.394,0.245,29.8,75.0,50.6,52.2,11.6,7.8,11.9,100.0,118.5,106.9,,,8.0,18.0,1.0,3.0,9.0,0.6,5.0,6.0,1.0,8.0,10.0,12.0,11.0,5.0,2.0,3.0,3.0,23.0,22.9,19.0,1.0,1.0,0.8,0.571,33.8,42.8,27.4,55.3,10.1,5.5,50.0,34.3,164.0,116.0,PHI,123,0,2023,2023-01-08,False
166,240.0,240.0,43.0,100.0,0.43,15.0,46.0,0.326,19.0,30.0,0.633,18.0,37.0,55.0,25.0,4.0,6.0,7.0,23.0,120.0,,,0.53,0.505,0.46,0.3,34.0,72.5,52.9,58.1,4.1,12.2,5.8,100.0,122.8,102.3,,,20.0,38.0,1.0,7.0,18.0,1.0,6.0,10.0,0.75,10.0,11.0,21.0,8.0,2.0,4.0,2.0,4.0,50.0,36.8,30.0,1.5,1.5,1.0,1.0,29.3,33.5,31.4,43.6,2.6,24.1,33.3,43.7,266.0,114.0,GSW,120,0,240.0,240.0,36.0,96.0,0.375,12.0,47.0,0.255,16.0,27.0,0.593,14.0,35.0,49.0,21.0,3.0,5.0,8.0,23.0,100.0,,,0.463,0.438,0.49,0.281,27.5,66.0,47.1,58.3,3.1,9.3,6.9,100.0,102.3,122.8,,,10.0,19.0,0.625,4.0,10.0,0.5,4.0,6.0,1.0,3.0,8.0,9.0,7.0,2.0,2.0,5.0,5.0,22.0,20.5,4.0,0.636,0.636,1.0,2.0,35.5,34.2,17.4,38.8,3.6,6.3,19.4,62.5,141.0,132.0,SAC,100,1,2023,2023-04-30,True
167,240.0,240.0,36.0,96.0,0.375,12.0,47.0,0.255,16.0,27.0,0.593,14.0,35.0,49.0,21.0,3.0,5.0,8.0,23.0,100.0,,,0.463,0.438,0.49,0.281,27.5,66.0,47.1,58.3,3.1,9.3,6.9,100.0,102.3,122.8,,,10.0,19.0,0.625,4.0,10.0,0.5,4.0,6.0,1.0,3.0,8.0,9.0,7.0,2.0,2.0,5.0,5.0,22.0,20.5,4.0,0.636,0.636,1.0,2.0,35.5,34.2,17.4,38.8,3.6,6.3,19.4,62.5,141.0,132.0,SAC,100,1,240.0,240.0,43.0,100.0,0.43,15.0,46.0,0.326,19.0,30.0,0.633,18.0,37.0,55.0,25.0,4.0,6.0,7.0,23.0,120.0,,,0.53,0.505,0.46,0.3,34.0,72.5,52.9,58.1,4.1,12.2,5.8,100.0,122.8,102.3,,,20.0,38.0,1.0,7.0,18.0,1.0,6.0,10.0,0.75,10.0,11.0,21.0,8.0,2.0,4.0,2.0,4.0,50.0,36.8,30.0,1.5,1.5,1.0,1.0,29.3,33.5,31.4,43.6,2.6,24.1,33.3,43.7,266.0,114.0,GSW,120,0,2023,2023-04-30,False
168,240.0,240.0,39.0,76.0,0.513,12.0,33.0,0.364,12.0,15.0,0.8,6.0,34.0,40.0,22.0,8.0,8.0,19.0,21.0,102.0,,,0.617,0.592,0.434,0.197,19.4,68.0,49.4,56.4,8.7,14.0,18.7,100.0,110.5,109.4,,,10.0,21.0,1.0,6.0,15.0,1.0,6.0,7.0,1.0,2.0,9.0,11.0,7.0,2.0,3.0,4.0,5.0,29.0,22.4,8.0,1.5,1.5,1.0,0.636,10.0,28.0,21.1,31.9,5.9,8.2,66.7,29.8,200.0,121.0,BRK,102,0,240.0,240.0,38.0,92.0,0.413,13.0,35.0,0.371,12.0,17.0,0.706,16.0,25.0,41.0,22.0,8.0,4.0,12.0,17.0,101.0,,,0.508,0.484,0.38,0.185,32.0,80.6,50.6,57.9,8.8,9.3,10.8,100.0,110.6,111.7,,,9.0,21.0,1.0,5.0,13.0,1.0,7.0,9.0,1.0,6.0,7.0,9.0,6.0,3.0,1.0,4.0,5.0,26.0,19.2,24.0,1.5,1.5,1.0,0.429,16.9,55.1,27.1,31.6,6.0,6.3,80.0,34.3,179.0,118.0,MIA,101,1,2023,2023-01-08,True
169,240.0,240.0,38.0,92.0,0.413,13.0,35.0,0.371,12.0,17.0,0.706,16.0,25.0,41.0,22.0,8.0,4.0,12.0,17.0,101.0,,,0.508,0.484,0.38,0.185,32.0,80.6,50.6,57.9,8.8,9.3,10.8,100.0,110.6,111.7,,,9.0,21.0,1.0,5.0,13.0,1.0,7.0,9.0,1.0,6.0,7.0,9.0,6.0,3.0,1.0,4.0,5.0,26.0,19.2,24.0,1.5,1.5,1.0,0.429,16.9,55.1,27.1,31.6,6.0,6.3,80.0,34.3,179.0,118.0,MIA,101,1,240.0,240.0,39.0,76.0,0.513,12.0,33.0,0.364,12.0,15.0,0.8,6.0,34.0,40.0,22.0,8.0,8.0,19.0,21.0,102.0,,,0.617,0.592,0.434,0.197,19.4,68.0,49.4,56.4,8.7,14.0,18.7,100.0,110.5,109.4,,,10.0,21.0,1.0,6.0,15.0,1.0,6.0,7.0,1.0,2.0,9.0,11.0,7.0,2.0,3.0,4.0,5.0,29.0,22.4,8.0,1.5,1.5,1.0,0.636,10.0,28.0,21.1,31.9,5.9,8.2,66.7,29.8,200.0,121.0,BRK,102,0,2023,2023-01-08,False
170,240.0,240.0,44.0,82.0,0.537,8.0,22.0,0.364,29.0,31.0,0.935,7.0,34.0,41.0,24.0,10.0,3.0,11.0,22.0,125.0,,,0.653,0.585,0.268,0.378,20.6,94.4,58.6,54.5,10.2,5.9,10.3,100.0,127.8,102.3,,,13.0,18.0,1.0,4.0,7.0,1.0,8.0,8.0,1.0,3.0,7.0,10.0,12.0,4.0,1.0,3.0,4.0,32.0,37.3,28.0,1.5,1.5,1.0,4.0,12.0,61.1,31.4,56.0,5.7,3.1,26.6,41.6,300.0,110.0,DEN,125,0,240.0,240.0,38.0,79.0,0.481,11.0,28.0,0.393,13.0,20.0,0.65,2.0,27.0,29.0,20.0,3.0,5.0,14.0,22.0,100.0,,,0.569,0.551,0.354,0.253,5.6,79.4,41.4,52.6,3.1,8.3,13.8,100.0,102.8,128.5,,,12.0,19.0,1.0,7.0,9.0,0.778,7.0,7.0,1.0,1.0,6.0,6.0,8.0,1.0,1.0,4.0,4.0,31.0,22.1,7.0,0.895,1.0,1.0,2.0,17.4,22.9,17.8,33.2,4.3,10.4,18.8,33.4,147.0,134.0,PHO,100,1,2023,2023-05-11,True
171,240.0,240.0,38.0,79.0,0.481,11.0,28.0,0.393,13.0,20.0,0.65,2.0,27.0,29.0,20.0,3.0,5.0,14.0,22.0,100.0,,,0.569,0.551,0.354,0.253,5.6,79.4,41.4,52.6,3.1,8.3,13.8,100.0,102.8,128.5,,,12.0,19.0,1.0,7.0,9.0,0.778,7.0,7.0,1.0,1.0,6.0,6.0,8.0,1.0,1.0,4.0,4.0,31.0,22.1,7.0,0.895,1.0,1.0,2.0,17.4,22.9,17.8,33.2,4.3,10.4,18.8,33.4,147.0,134.0,PHO,100,1,240.0,240.0,44.0,82.0,0.537,8.0,22.0,0.364,29.0,31.0,0.935,7.0,34.0,41.0,24.0,10.0,3.0,11.0,22.0,125.0,,,0.653,0.585,0.268,0.378,20.6,94.4,58.6,54.5,10.2,5.9,10.3,100.0,127.8,102.3,,,13.0,18.0,1.0,4.0,7.0,1.0,8.0,8.0,1.0,3.0,7.0,10.0,12.0,4.0,1.0,3.0,4.0,32.0,37.3,28.0,1.5,1.5,1.0,4.0,12.0,61.1,31.4,56.0,5.7,3.1,26.6,41.6,300.0,110.0,DEN,125,0,2023,2023-05-11,False
172,240.0,240.0,35.0,80.0,0.438,11.0,30.0,0.367,28.0,31.0,0.903,12.0,20.0,32.0,17.0,7.0,4.0,15.0,20.0,109.0,,,0.582,0.506,0.375,0.388,30.0,74.1,47.8,48.6,7.6,6.6,13.8,100.0,117.9,133.1,,,11.0,20.0,1.0,4.0,9.0,1.0,8.0,8.0,1.0,4.0,5.0,8.0,7.0,3.0,2.0,3.0,4.0,31.0,29.1,5.0,1.289,1.333,1.0,0.857,16.3,25.2,14.8,40.4,4.0,5.6,100.0,45.7,150.0,140.0,LAC,109,0,240.0,240.0,50.0,85.0,0.588,10.0,24.0,0.417,13.0,14.0,0.929,7.0,28.0,35.0,30.0,6.0,6.0,11.0,22.0,123.0,,,0.675,0.647,0.282,0.165,25.9,70.0,52.2,60.0,6.5,12.0,10.8,100.0,133.1,117.9,,,14.0,22.0,0.7,5.0,8.0,0.625,6.0,6.0,1.0,3.0,10.0,13.0,9.0,2.0,3.0,5.0,5.0,38.0,31.2,16.0,0.944,0.944,1.0,0.5,36.7,38.0,29.5,27.6,3.7,19.8,18.8,29.0,185.0,128.0,PHO,123,1,2023,2023-04-18,False
173,240.0,240.0,50.0,85.0,0.588,10.0,24.0,0.417,13.0,14.0,0.929,7.0,28.0,35.0,30.0,6.0,6.0,11.0,22.0,123.0,,,0.675,0.647,0.282,0.165,25.9,70.0,52.2,60.0,6.5,12.0,10.8,100.0,133.1,117.9,,,14.0,22.0,0.7,5.0,8.0,0.625,6.0,6.0,1.0,3.0,10.0,13.0,9.0,2.0,3.0,5.0,5.0,38.0,31.2,16.0,0.944,0.944,1.0,0.5,36.7,38.0,29.5,27.6,3.7,19.8,18.8,29.0,185.0,128.0,PHO,123,1,240.0,240.0,35.0,80.0,0.438,11.0,30.0,0.367,28.0,31.0,0.903,12.0,20.0,32.0,17.0,7.0,4.0,15.0,20.0,109.0,,,0.582,0.506,0.375,0.388,30.0,74.1,47.8,48.6,7.6,6.6,13.8,100.0,117.9,133.1,,,11.0,20.0,1.0,4.0,9.0,1.0,8.0,8.0,1.0,4.0,5.0,8.0,7.0,3.0,2.0,3.0,4.0,31.0,29.1,5.0,1.289,1.333,1.0,0.857,16.3,25.2,14.8,40.4,4.0,5.6,100.0,45.7,150.0,140.0,LAC,109,0,2023,2023-04-18,True
174,240.0,240.0,51.0,96.0,0.531,10.0,28.0,0.357,15.0,18.0,0.833,8.0,28.0,36.0,34.0,7.0,14.0,16.0,22.0,127.0,,,0.611,0.583,0.292,0.188,21.6,60.9,43.4,66.7,6.5,19.7,13.3,100.0,118.0,119.8,,,9.0,15.0,0.8,3.0,6.0,0.75,4.0,5.0,1.0,2.0,9.0,9.0,9.0,2.0,5.0,4.0,6.0,24.0,23.9,9.0,0.803,0.808,0.545,0.625,10.0,33.8,18.7,39.5,3.7,12.2,27.6,35.6,157.0,129.0,POR,127,0,240.0,240.0,47.0,106.0,0.443,10.0,35.0,0.286,25.0,28.0,0.893,18.0,29.0,47.0,29.0,9.0,4.0,15.0,12.0,129.0,,,0.545,0.491,0.33,0.264,39.1,78.4,56.6,61.7,8.4,5.9,11.3,100.0,119.8,118.0,,,10.0,24.0,0.643,5.0,9.0,0.556,9.0,10.0,1.0,4.0,6.0,10.0,10.0,2.0,3.0,3.0,5.0,25.0,25.3,11.0,0.812,0.75,0.643,0.909,19.8,25.8,19.2,39.0,4.3,7.0,40.0,30.7,183.0,125.0,SAS,129,1,2023,2023-04-06,False
175,240.0,240.0,47.0,106.0,0.443,10.0,35.0,0.286,25.0,28.0,0.893,18.0,29.0,47.0,29.0,9.0,4.0,15.0,12.0,129.0,,,0.545,0.491,0.33,0.264,39.1,78.4,56.6,61.7,8.4,5.9,11.3,100.0,119.8,118.0,,,10.0,24.0,0.643,5.0,9.0,0.556,9.0,10.0,1.0,4.0,6.0,10.0,10.0,2.0,3.0,3.0,5.0,25.0,25.3,11.0,0.812,0.75,0.643,0.909,19.8,25.8,19.2,39.0,4.3,7.0,40.0,30.7,183.0,125.0,SAS,129,1,240.0,240.0,51.0,96.0,0.531,10.0,28.0,0.357,15.0,18.0,0.833,8.0,28.0,36.0,34.0,7.0,14.0,16.0,22.0,127.0,,,0.611,0.583,0.292,0.188,21.6,60.9,43.4,66.7,6.5,19.7,13.3,100.0,118.0,119.8,,,9.0,15.0,0.8,3.0,6.0,0.75,4.0,5.0,1.0,2.0,9.0,9.0,9.0,2.0,5.0,4.0,6.0,24.0,23.9,9.0,0.803,0.808,0.545,0.625,10.0,33.8,18.7,39.5,3.7,12.2,27.6,35.6,157.0,129.0,POR,127,0,2023,2023-04-06,True
176,240.0,240.0,45.0,87.0,0.517,11.0,30.0,0.367,13.0,17.0,0.765,4.0,29.0,33.0,22.0,5.0,4.0,9.0,17.0,114.0,,,0.603,0.58,0.345,0.195,9.3,72.5,39.8,48.9,5.1,8.5,8.7,100.0,117.0,128.3,,,15.0,24.0,1.0,6.0,12.0,1.0,4.0,5.0,1.0,2.0,7.0,7.0,4.0,3.0,1.0,2.0,4.0,38.0,29.9,8.0,1.136,1.0,0.667,0.333,6.6,22.7,11.4,23.8,4.4,4.6,25.0,37.2,250.0,137.0,NOP,114,0,240.0,240.0,44.0,91.0,0.484,15.0,44.0,0.341,22.0,25.0,0.88,11.0,39.0,50.0,24.0,7.0,5.0,9.0,16.0,125.0,,,0.613,0.566,0.484,0.275,27.5,90.7,60.2,54.5,7.2,8.8,8.1,100.0,128.3,117.0,,,15.0,22.0,0.714,4.0,8.0,0.667,8.0,10.0,1.0,4.0,8.0,12.0,6.0,2.0,2.0,2.0,3.0,41.0,34.6,18.0,0.875,0.875,1.0,0.455,44.2,37.6,21.3,24.4,3.9,10.2,25.0,33.5,163.0,123.0,BOS,125,1,2023,2023-01-11,False
177,240.0,240.0,44.0,91.0,0.484,15.0,44.0,0.341,22.0,25.0,0.88,11.0,39.0,50.0,24.0,7.0,5.0,9.0,16.0,125.0,,,0.613,0.566,0.484,0.275,27.5,90.7,60.2,54.5,7.2,8.8,8.1,100.0,128.3,117.0,,,15.0,22.0,0.714,4.0,8.0,0.667,8.0,10.0,1.0,4.0,8.0,12.0,6.0,2.0,2.0,2.0,3.0,41.0,34.6,18.0,0.875,0.875,1.0,0.455,44.2,37.6,21.3,24.4,3.9,10.2,25.0,33.5,163.0,123.0,BOS,125,1,240.0,240.0,45.0,87.0,0.517,11.0,30.0,0.367,13.0,17.0,0.765,4.0,29.0,33.0,22.0,5.0,4.0,9.0,17.0,114.0,,,0.603,0.58,0.345,0.195,9.3,72.5,39.8,48.9,5.1,8.5,8.7,100.0,117.0,128.3,,,15.0,24.0,1.0,6.0,12.0,1.0,4.0,5.0,1.0,2.0,7.0,7.0,4.0,3.0,1.0,2.0,4.0,38.0,29.9,8.0,1.136,1.0,0.667,0.333,6.6,22.7,11.4,23.8,4.4,4.6,25.0,37.2,250.0,137.0,NOP,114,0,2023,2023-01-11,True
178,240.0,240.0,43.0,91.0,0.473,12.0,37.0,0.324,16.0,25.0,0.64,12.0,22.0,34.0,23.0,10.0,4.0,15.0,24.0,114.0,,,0.559,0.538,0.407,0.275,27.3,61.1,42.5,53.5,10.1,8.7,12.8,100.0,115.5,140.9,,,11.0,21.0,1.0,5.0,9.0,0.556,3.0,6.0,1.0,3.0,5.0,8.0,7.0,4.0,3.0,4.0,3.0,27.0,23.0,1.0,1.0,1.0,0.857,1.0,28.6,100.0,62.9,41.3,11.2,9.1,66.7,41.7,146.0,152.0,HOU,114,0,240.0,240.0,47.0,86.0,0.547,20.0,40.0,0.5,25.0,29.0,0.862,14.0,32.0,46.0,34.0,10.0,8.0,14.0,19.0,139.0,,,0.704,0.663,0.465,0.337,38.9,72.7,57.5,72.3,10.1,14.8,12.4,100.0,140.9,115.5,,,9.0,14.0,1.0,5.0,8.0,1.0,7.0,10.0,1.0,5.0,10.0,15.0,16.0,3.0,2.0,5.0,5.0,27.0,28.3,28.0,1.5,1.5,1.0,0.714,17.8,29.1,24.0,73.1,4.8,16.4,24.6,27.7,273.0,126.0,SAC,139,1,2023,2023-01-13,False
179,240.0,240.0,47.0,86.0,0.547,20.0,40.0,0.5,25.0,29.0,0.862,14.0,32.0,46.0,34.0,10.0,8.0,14.0,19.0,139.0,,,0.704,0.663,0.465,0.337,38.9,72.7,57.5,72.3,10.1,14.8,12.4,100.0,140.9,115.5,,,9.0,14.0,1.0,5.0,8.0,1.0,7.0,10.0,1.0,5.0,10.0,15.0,16.0,3.0,2.0,5.0,5.0,27.0,28.3,28.0,1.5,1.5,1.0,0.714,17.8,29.1,24.0,73.1,4.8,16.4,24.6,27.7,273.0,126.0,SAC,139,1,240.0,240.0,43.0,91.0,0.473,12.0,37.0,0.324,16.0,25.0,0.64,12.0,22.0,34.0,23.0,10.0,4.0,15.0,24.0,114.0,,,0.559,0.538,0.407,0.275,27.3,61.1,42.5,53.5,10.1,8.7,12.8,100.0,115.5,140.9,,,11.0,21.0,1.0,5.0,9.0,0.556,3.0,6.0,1.0,3.0,5.0,8.0,7.0,4.0,3.0,4.0,3.0,27.0,23.0,1.0,1.0,1.0,0.857,1.0,28.6,100.0,62.9,41.3,11.2,9.1,66.7,41.7,146.0,152.0,HOU,114,0,2023,2023-01-13,True
180,240.0,240.0,47.0,86.0,0.547,15.0,35.0,0.429,11.0,15.0,0.733,6.0,28.0,34.0,33.0,6.0,4.0,10.0,19.0,120.0,,,0.648,0.634,0.407,0.174,16.2,60.9,41.0,70.2,6.4,8.5,9.7,100.0,127.1,139.9,,,14.0,22.0,0.9,5.0,9.0,0.556,4.0,6.0,1.0,2.0,7.0,7.0,14.0,3.0,2.0,2.0,5.0,33.0,29.9,7.0,0.868,0.9,0.75,1.0,8.9,25.0,15.9,48.9,6.4,7.0,25.8,30.6,180.0,147.0,CHO,120,0,240.0,240.0,45.0,91.0,0.495,20.0,44.0,0.455,22.0,27.0,0.815,18.0,31.0,49.0,32.0,4.0,4.0,11.0,17.0,132.0,,,0.642,0.604,0.484,0.297,39.1,83.8,59.0,71.1,4.3,7.8,9.7,100.0,140.6,127.8,,,10.0,16.0,0.833,6.0,10.0,0.857,8.0,9.0,1.0,6.0,6.0,8.0,8.0,2.0,1.0,3.0,5.0,28.0,24.7,12.0,0.932,0.917,0.714,0.8,29.7,45.5,27.5,29.7,3.5,8.2,20.9,30.7,201.0,132.0,TOR,132,1,2023,2023-01-10,False
181,240.0,240.0,45.0,91.0,0.495,20.0,44.0,0.455,22.0,27.0,0.815,18.0,31.0,49.0,32.0,4.0,4.0,11.0,17.0,132.0,,,0.642,0.604,0.484,0.297,39.1,83.8,59.0,71.1,4.3,7.8,9.7,100.0,140.6,127.8,,,10.0,16.0,0.833,6.0,10.0,0.857,8.0,9.0,1.0,6.0,6.0,8.0,8.0,2.0,1.0,3.0,5.0,28.0,24.7,12.0,0.932,0.917,0.714,0.8,29.7,45.5,27.5,29.7,3.5,8.2,20.9,30.7,201.0,132.0,TOR,132,1,240.0,240.0,47.0,86.0,0.547,15.0,35.0,0.429,11.0,15.0,0.733,6.0,28.0,34.0,33.0,6.0,4.0,10.0,19.0,120.0,,,0.648,0.634,0.407,0.174,16.2,60.9,41.0,70.2,6.4,8.5,9.7,100.0,127.1,139.9,,,14.0,22.0,0.9,5.0,9.0,0.556,4.0,6.0,1.0,2.0,7.0,7.0,14.0,3.0,2.0,2.0,5.0,33.0,29.9,7.0,0.868,0.9,0.75,1.0,8.9,25.0,15.9,48.9,6.4,7.0,25.8,30.6,180.0,147.0,CHO,120,0,2023,2023-01-10,True
