,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
407,240.0,240.0,46.0,102.0,0.451,15.0,38.0,0.395,16.0,22.0,0.727,13.0,26.0,39.0,28.0,16.0,7.0,10.0,19.0,123.0,,,0.551,0.525,0.373,0.216,25.5,76.5,45.9,60.9,15.1,12.5,8.2,100.0,116.3,111.6,,,8.0,18.0,0.75,4.0,7.0,0.571,5.0,6.0,1.0,4.0,6.0,9.0,9.0,4.0,5.0,3.0,6.0,24.0,22.0,12.0,0.875,0.875,0.667,0.667,21.7,26.0,16.3,42.0,5.3,15.0,33.3,30.3,141.0,121.0,MEM,123,1,240.0,240.0,45.0,88.0,0.511,10.0,32.0,0.313,18.0,22.0,0.818,8.0,38.0,46.0,29.0,7.0,9.0,21.0,18.0,118.0,,,0.604,0.568,0.364,0.25,23.5,74.5,54.1,64.4,6.6,14.1,17.7,100.0,111.1,115.8,,,8.0,18.0,0.8,4.0,9.0,1.0,6.0,10.0,1.0,3.0,8.0,11.0,8.0,2.0,6.0,5.0,4.0,21.0,15.1,6.0,1.006,1.0,1.0,1.667,21.7,32.1,26.5,34.4,5.4,19.2,34.6,28.9,143.0,127.0,UTA,118,0,2023,2023-01-08,True
408,240.0,240.0,41.0,93.0,0.441,8.0,28.0,0.286,19.0,25.0,0.76,11.0,33.0,44.0,20.0,12.0,2.0,14.0,14.0,109.0,,,0.524,0.484,0.301,0.269,21.2,70.2,44.4,48.8,11.4,3.5,11.9,100.0,103.3,115.6,,,10.0,21.0,1.0,2.0,7.0,1.0,8.0,8.0,1.0,3.0,8.0,10.0,7.0,3.0,2.0,7.0,3.0,25.0,14.0,2.0,0.875,1.0,1.0,0.615,15.8,45.1,21.4,42.8,20.2,8.7,66.7,44.2,172.0,127.0,LAL,109,0,240.0,240.0,46.0,99.0,0.465,15.0,42.0,0.357,15.0,17.0,0.882,14.0,41.0,55.0,29.0,7.0,11.0,17.0,19.0,122.0,,,0.573,0.54,0.424,0.172,29.8,78.8,55.6,63.0,6.7,16.9,13.8,100.0,116.1,103.7,,,13.0,29.0,1.0,5.0,9.0,1.0,4.0,4.0,1.0,4.0,9.0,11.0,16.0,2.0,4.0,4.0,3.0,34.0,24.7,18.0,1.136,1.1,0.8,0.6,15.9,48.2,25.3,55.8,2.6,38.5,100.0,36.9,250.0,114.0,DEN,122,1,2023,2023-01-09,False
409,240.0,240.0,46.0,99.0,0.465,15.0,42.0,0.357,15.0,17.0,0.882,14.0,41.0,55.0,29.0,7.0,11.0,17.0,19.0,122.0,,,0.573,0.54,0.424,0.172,29.8,78.8,55.6,63.0,6.7,16.9,13.8,100.0,116.1,103.7,,,13.0,29.0,1.0,5.0,9.0,1.0,4.0,4.0,1.0,4.0,9.0,11.0,16.0,2.0,4.0,4.0,3.0,34.0,24.7,18.0,1.136,1.1,0.8,0.6,15.9,48.2,25.3,55.8,2.6,38.5,100.0,36.9,250.0,114.0,DEN,122,1,240.0,240.0,41.0,93.0,0.441,8.0,28.0,0.286,19.0,25.0,0.76,11.0,33.0,44.0,20.0,12.0,2.0,14.0,14.0,109.0,,,0.524,0.484,0.301,0.269,21.2,70.2,44.4,48.8,11.4,3.5,11.9,100.0,103.3,115.6,,,10.0,21.0,1.0,2.0,7.0,1.0,8.0,8.0,1.0,3.0,8.0,10.0,7.0,3.0,2.0,7.0,3.0,25.0,14.0,2.0,0.875,1.0,1.0,0.615,15.8,45.1,21.4,42.8,20.2,8.7,66.7,44.2,172.0,127.0,LAL,109,0,2023,2023-01-09,True
410,240.0,240.0,40.0,92.0,0.435,11.0,32.0,0.344,19.0,27.0,0.704,15.0,37.0,52.0,28.0,8.0,4.0,20.0,22.0,110.0,,,0.529,0.495,0.348,0.293,30.6,86.0,56.5,70.0,7.5,7.5,16.1,100.0,103.6,105.4,,,9.0,19.0,0.545,3.0,6.0,0.667,8.0,10.0,1.0,8.0,8.0,16.0,8.0,3.0,3.0,4.0,5.0,27.0,22.6,11.0,0.673,0.682,1.0,0.778,24.1,28.9,25.6,37.3,7.6,12.0,40.0,26.7,126.0,111.0,MEM,110,0,240.0,240.0,39.0,88.0,0.443,13.0,35.0,0.371,21.0,25.0,0.84,6.0,34.0,40.0,25.0,10.0,5.0,17.0,26.0,112.0,,,0.566,0.517,0.398,0.284,14.0,69.4,43.5,64.1,9.4,8.3,14.7,100.0,104.9,103.1,,,8.0,21.0,0.8,4.0,10.0,1.0,6.0,7.0,1.0,2.0,7.0,8.0,11.0,3.0,2.0,5.0,6.0,24.0,20.4,13.0,1.012,1.0,0.667,2.0,16.7,33.0,20.1,47.6,6.5,5.1,34.7,30.9,165.0,114.0,PHO,112,1,2023,2023-01-22,False
411,240.0,240.0,39.0,88.0,0.443,13.0,35.0,0.371,21.0,25.0,0.84,6.0,34.0,40.0,25.0,10.0,5.0,17.0,26.0,112.0,,,0.566,0.517,0.398,0.284,14.0,69.4,43.5,64.1,9.4,8.3,14.7,100.0,104.9,103.1,,,8.0,21.0,0.8,4.0,10.0,1.0,6.0,7.0,1.0,2.0,7.0,8.0,11.0,3.0,2.0,5.0,6.0,24.0,20.4,13.0,1.012,1.0,0.667,2.0,16.7,33.0,20.1,47.6,6.5,5.1,34.7,30.9,165.0,114.0,PHO,112,1,240.0,240.0,40.0,92.0,0.435,11.0,32.0,0.344,19.0,27.0,0.704,15.0,37.0,52.0,28.0,8.0,4.0,20.0,22.0,110.0,,,0.529,0.495,0.348,0.293,30.6,86.0,56.5,70.0,7.5,7.5,16.1,100.0,103.6,105.4,,,9.0,19.0,0.545,3.0,6.0,0.667,8.0,10.0,1.0,8.0,8.0,16.0,8.0,3.0,3.0,4.0,5.0,27.0,22.6,11.0,0.673,0.682,1.0,0.778,24.1,28.9,25.6,37.3,7.6,12.0,40.0,26.7,126.0,111.0,MEM,110,0,2023,2023-01-22,True
412,240.0,240.0,41.0,94.0,0.436,16.0,33.0,0.485,15.0,21.0,0.714,14.0,36.0,50.0,26.0,6.0,9.0,14.0,22.0,113.0,,,0.547,0.521,0.351,0.223,30.4,65.5,49.5,63.4,6.0,12.7,11.9,100.0,112.3,110.3,,,9.0,18.0,1.0,6.0,10.0,1.0,8.0,9.0,1.0,7.0,13.0,20.0,11.0,2.0,4.0,2.0,5.0,26.0,26.2,20.0,0.902,1.167,0.625,0.667,18.6,29.0,24.3,43.1,4.3,12.1,34.0,29.1,154.0,119.0,ATL,113,0,240.0,240.0,40.0,101.0,0.396,7.0,30.0,0.233,24.0,29.0,0.828,19.0,32.0,51.0,24.0,8.0,9.0,12.0,22.0,111.0,,,0.488,0.431,0.297,0.287,34.5,69.6,50.5,60.0,8.0,14.8,9.5,100.0,110.9,112.9,,,9.0,18.0,0.6,5.0,12.0,0.417,8.0,11.0,1.0,5.0,5.0,10.0,7.0,3.0,7.0,4.0,4.0,26.0,17.3,17.0,0.638,0.6,0.8,0.875,15.7,21.5,17.1,49.2,3.9,19.8,23.5,25.1,148.0,122.0,IND,111,1,2023,2023-01-13,True
413,240.0,240.0,40.0,101.0,0.396,7.0,30.0,0.233,24.0,29.0,0.828,19.0,32.0,51.0,24.0,8.0,9.0,12.0,22.0,111.0,,,0.488,0.431,0.297,0.287,34.5,69.6,50.5,60.0,8.0,14.8,9.5,100.0,110.9,112.9,,,9.0,18.0,0.6,5.0,12.0,0.417,8.0,11.0,1.0,5.0,5.0,10.0,7.0,3.0,7.0,4.0,4.0,26.0,17.3,17.0,0.638,0.6,0.8,0.875,15.7,21.5,17.1,49.2,3.9,19.8,23.5,25.1,148.0,122.0,IND,111,1,240.0,240.0,41.0,94.0,0.436,16.0,33.0,0.485,15.0,21.0,0.714,14.0,36.0,50.0,26.0,6.0,9.0,14.0,22.0,113.0,,,0.547,0.521,0.351,0.223,30.4,65.5,49.5,63.4,6.0,12.7,11.9,100.0,112.3,110.3,,,9.0,18.0,1.0,6.0,10.0,1.0,8.0,9.0,1.0,7.0,13.0,20.0,11.0,2.0,4.0,2.0,5.0,26.0,26.2,20.0,0.902,1.167,0.625,0.667,18.6,29.0,24.3,43.1,4.3,12.1,34.0,29.1,154.0,119.0,ATL,113,0,2023,2023-01-13,False
414,240.0,240.0,39.0,86.0,0.453,12.0,35.0,0.343,9.0,14.0,0.643,6.0,36.0,42.0,19.0,6.0,1.0,8.0,18.0,99.0,,,0.537,0.523,0.407,0.163,12.8,80.0,45.7,48.7,6.4,2.2,8.0,100.0,105.8,114.4,,,10.0,24.0,0.667,4.0,13.0,0.667,3.0,4.0,1.0,3.0,12.0,13.0,6.0,3.0,1.0,2.0,4.0,27.0,19.7,10.0,0.689,0.7,0.714,1.0,21.3,44.5,32.7,28.4,5.3,5.3,28.6,30.4,129.0,123.0,CHI,99,0,240.0,240.0,38.0,87.0,0.437,11.0,41.0,0.268,20.0,21.0,0.952,9.0,41.0,50.0,25.0,2.0,7.0,9.0,12.0,107.0,,,0.556,0.5,0.471,0.241,20.0,87.2,54.3,65.8,2.1,13.7,8.6,100.0,115.0,106.4,,,10.0,21.0,0.75,4.0,11.0,1.0,8.0,8.0,1.0,2.0,8.0,8.0,7.0,1.0,2.0,4.0,4.0,32.0,27.8,21.0,0.75,0.75,0.833,0.444,9.7,32.6,16.7,35.1,1.6,8.2,20.0,32.2,154.0,112.0,BOS,107,1,2023,2023-01-09,False
415,240.0,240.0,38.0,87.0,0.437,11.0,41.0,0.268,20.0,21.0,0.952,9.0,41.0,50.0,25.0,2.0,7.0,9.0,12.0,107.0,,,0.556,0.5,0.471,0.241,20.0,87.2,54.3,65.8,2.1,13.7,8.6,100.0,115.0,106.4,,,10.0,21.0,0.75,4.0,11.0,1.0,8.0,8.0,1.0,2.0,8.0,8.0,7.0,1.0,2.0,4.0,4.0,32.0,27.8,21.0,0.75,0.75,0.833,0.444,9.7,32.6,16.7,35.1,1.6,8.2,20.0,32.2,154.0,112.0,BOS,107,1,240.0,240.0,39.0,86.0,0.453,12.0,35.0,0.343,9.0,14.0,0.643,6.0,36.0,42.0,19.0,6.0,1.0,8.0,18.0,99.0,,,0.537,0.523,0.407,0.163,12.8,80.0,45.7,48.7,6.4,2.2,8.0,100.0,105.8,114.4,,,10.0,24.0,0.667,4.0,13.0,0.667,3.0,4.0,1.0,3.0,12.0,13.0,6.0,3.0,1.0,2.0,4.0,27.0,19.7,10.0,0.689,0.7,0.714,1.0,21.3,44.5,32.7,28.4,5.3,5.3,28.6,30.4,129.0,123.0,CHI,99,0,2023,2023-01-09,True
416,240.0,240.0,35.0,92.0,0.38,11.0,47.0,0.234,16.0,23.0,0.696,13.0,40.0,53.0,21.0,6.0,3.0,15.0,22.0,97.0,,,0.475,0.44,0.511,0.25,24.1,69.0,47.3,60.0,5.9,6.0,12.8,100.0,96.1,113.0,,,9.0,22.0,0.6,3.0,9.0,0.5,5.0,8.0,1.0,3.0,13.0,16.0,9.0,2.0,1.0,6.0,5.0,26.0,20.0,4.0,1.136,0.75,1.0,0.4,29.5,31.0,28.4,48.7,2.7,12.2,69.4,32.1,147.0,124.0,SAC,97,0,240.0,240.0,40.0,100.0,0.4,16.0,50.0,0.32,18.0,23.0,0.783,18.0,41.0,59.0,31.0,12.0,5.0,12.0,19.0,114.0,,,0.518,0.48,0.5,0.23,31.0,75.9,52.7,77.5,11.8,11.1,9.8,100.0,112.4,95.7,,,12.0,25.0,0.571,6.0,12.0,0.5,7.0,8.0,1.0,9.0,11.0,20.0,9.0,4.0,1.0,2.0,4.0,36.0,27.7,24.0,0.781,0.714,1.0,0.615,24.1,35.3,27.7,39.4,7.1,15.0,50.0,30.7,159.0,102.0,GSW,114,1,2023,2023-04-20,False
417,240.0,240.0,40.0,100.0,0.4,16.0,50.0,0.32,18.0,23.0,0.783,18.0,41.0,59.0,31.0,12.0,5.0,12.0,19.0,114.0,,,0.518,0.48,0.5,0.23,31.0,75.9,52.7,77.5,11.8,11.1,9.8,100.0,112.4,95.7,,,12.0,25.0,0.571,6.0,12.0,0.5,7.0,8.0,1.0,9.0,11.0,20.0,9.0,4.0,1.0,2.0,4.0,36.0,27.7,24.0,0.781,0.714,1.0,0.615,24.1,35.3,27.7,39.4,7.1,15.0,50.0,30.7,159.0,102.0,GSW,114,1,240.0,240.0,35.0,92.0,0.38,11.0,47.0,0.234,16.0,23.0,0.696,13.0,40.0,53.0,21.0,6.0,3.0,15.0,22.0,97.0,,,0.475,0.44,0.511,0.25,24.1,69.0,47.3,60.0,5.9,6.0,12.8,100.0,96.1,113.0,,,9.0,22.0,0.6,3.0,9.0,0.5,5.0,8.0,1.0,3.0,13.0,16.0,9.0,2.0,1.0,6.0,5.0,26.0,20.0,4.0,1.136,0.75,1.0,0.4,29.5,31.0,28.4,48.7,2.7,12.2,69.4,32.1,147.0,124.0,SAC,97,0,2023,2023-04-20,True
418,240.0,240.0,45.0,98.0,0.459,18.0,48.0,0.375,6.0,11.0,0.545,14.0,43.0,57.0,28.0,6.0,4.0,11.0,15.0,114.0,,,0.554,0.551,0.49,0.112,28.6,87.8,58.2,62.2,6.1,7.0,9.7,100.0,116.3,107.1,,,10.0,21.0,0.75,4.0,10.0,0.667,4.0,4.0,1.0,4.0,16.0,18.0,10.0,2.0,2.0,5.0,5.0,27.0,20.2,15.0,0.825,0.857,1.0,0.4,13.4,44.8,25.2,33.6,4.4,5.2,18.0,34.3,164.0,114.0,MIL,114,0,240.0,240.0,39.0,87.0,0.448,11.0,30.0,0.367,16.0,18.0,0.889,6.0,35.0,41.0,25.0,5.0,3.0,11.0,12.0,105.0,,,0.553,0.511,0.345,0.207,12.2,71.4,41.8,64.1,5.1,6.0,10.4,100.0,107.6,116.9,,,9.0,18.0,0.714,3.0,8.0,0.75,7.0,8.0,1.0,3.0,7.0,9.0,5.0,2.0,2.0,3.0,3.0,22.0,16.2,13.0,0.929,0.929,0.571,1.0,8.9,20.0,13.3,30.1,3.4,5.8,20.5,25.1,171.0,121.0,ATL,105,1,2023,2023-01-11,True
419,240.0,240.0,39.0,87.0,0.448,11.0,30.0,0.367,16.0,18.0,0.889,6.0,35.0,41.0,25.0,5.0,3.0,11.0,12.0,105.0,,,0.553,0.511,0.345,0.207,12.2,71.4,41.8,64.1,5.1,6.0,10.4,100.0,107.6,116.9,,,9.0,18.0,0.714,3.0,8.0,0.75,7.0,8.0,1.0,3.0,7.0,9.0,5.0,2.0,2.0,3.0,3.0,22.0,16.2,13.0,0.929,0.929,0.571,1.0,8.9,20.0,13.3,30.1,3.4,5.8,20.5,25.1,171.0,121.0,ATL,105,1,240.0,240.0,45.0,98.0,0.459,18.0,48.0,0.375,6.0,11.0,0.545,14.0,43.0,57.0,28.0,6.0,4.0,11.0,15.0,114.0,,,0.554,0.551,0.49,0.112,28.6,87.8,58.2,62.2,6.1,7.0,9.7,100.0,116.3,107.1,,,10.0,21.0,0.75,4.0,10.0,0.667,4.0,4.0,1.0,4.0,16.0,18.0,10.0,2.0,2.0,5.0,5.0,27.0,20.2,15.0,0.825,0.857,1.0,0.4,13.4,44.8,25.2,33.6,4.4,5.2,18.0,34.3,164.0,114.0,MIL,114,0,2023,2023-01-11,False
420,240.0,240.0,46.0,88.0,0.523,11.0,31.0,0.355,12.0,18.0,0.667,8.0,42.0,50.0,24.0,6.0,4.0,12.0,15.0,115.0,,,0.599,0.585,0.352,0.205,18.2,85.7,53.8,52.2,6.0,10.5,11.1,100.0,115.9,112.9,,,10.0,18.0,1.0,3.0,6.0,1.0,5.0,5.0,1.0,2.0,9.0,10.0,11.0,2.0,2.0,3.0,4.0,24.0,22.1,16.0,1.5,1.5,1.0,1.0,18.2,31.8,18.6,36.3,3.6,7.1,33.3,32.4,165.0,119.0,CHI,115,0,240.0,240.0,42.0,93.0,0.452,18.0,55.0,0.327,10.0,13.0,0.769,7.0,36.0,43.0,23.0,7.0,3.0,10.0,15.0,112.0,,,0.567,0.548,0.591,0.14,14.3,81.8,46.2,54.8,7.0,5.3,9.2,100.0,112.3,115.3,,,6.0,14.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,3.0,7.0,7.0,5.0,3.0,1.0,2.0,4.0,13.0,11.3,13.0,1.125,1.125,1.0,0.636,18.7,43.3,20.5,47.6,4.4,11.5,20.2,49.9,240.0,122.0,DAL,112,1,2023,2023-04-07,True
421,240.0,240.0,42.0,93.0,0.452,18.0,55.0,0.327,10.0,13.0,0.769,7.0,36.0,43.0,23.0,7.0,3.0,10.0,15.0,112.0,,,0.567,0.548,0.591,0.14,14.3,81.8,46.2,54.8,7.0,5.3,9.2,100.0,112.3,115.3,,,6.0,14.0,1.0,3.0,8.0,1.0,5.0,7.0,1.0,3.0,7.0,7.0,5.0,3.0,1.0,2.0,4.0,13.0,11.3,13.0,1.125,1.125,1.0,0.636,18.7,43.3,20.5,47.6,4.4,11.5,20.2,49.9,240.0,122.0,DAL,112,1,240.0,240.0,46.0,88.0,0.523,11.0,31.0,0.355,12.0,18.0,0.667,8.0,42.0,50.0,24.0,6.0,4.0,12.0,15.0,115.0,,,0.599,0.585,0.352,0.205,18.2,85.7,53.8,52.2,6.0,10.5,11.1,100.0,115.9,112.9,,,10.0,18.0,1.0,3.0,6.0,1.0,5.0,5.0,1.0,2.0,9.0,10.0,11.0,2.0,2.0,3.0,4.0,24.0,22.1,16.0,1.5,1.5,1.0,1.0,18.2,31.8,18.6,36.3,3.6,7.1,33.3,32.4,165.0,119.0,CHI,115,0,2023,2023-04-07,False
422,240.0,240.0,38.0,88.0,0.432,14.0,43.0,0.326,15.0,20.0,0.75,7.0,30.0,37.0,19.0,5.0,2.0,10.0,17.0,105.0,,,0.542,0.511,0.489,0.227,15.2,88.2,46.3,50.0,5.2,3.9,9.4,100.0,109.3,117.6,,,11.0,25.0,1.0,6.0,10.0,0.6,6.0,9.0,1.0,4.0,6.0,8.0,6.0,1.0,1.0,3.0,5.0,28.0,20.7,9.0,1.0,1.0,0.818,0.875,14.4,25.4,16.6,34.7,3.2,4.9,50.0,36.8,169.0,122.0,NYK,105,0,240.0,240.0,42.0,79.0,0.532,10.0,28.0,0.357,19.0,20.0,0.95,4.0,39.0,43.0,27.0,4.0,7.0,12.0,17.0,113.0,,,0.644,0.595,0.354,0.253,11.8,84.8,53.8,64.3,4.2,15.6,12.0,100.0,118.2,109.8,,,10.0,21.0,1.0,4.0,10.0,1.0,8.0,8.0,1.0,2.0,12.0,12.0,7.0,2.0,3.0,5.0,4.0,31.0,24.3,29.0,1.071,1.071,1.0,0.4,15.1,49.7,28.6,55.1,5.7,12.7,50.0,30.2,183.0,115.0,NOP,113,1,2023,2023-04-07,False
423,240.0,240.0,42.0,79.0,0.532,10.0,28.0,0.357,19.0,20.0,0.95,4.0,39.0,43.0,27.0,4.0,7.0,12.0,17.0,113.0,,,0.644,0.595,0.354,0.253,11.8,84.8,53.8,64.3,4.2,15.6,12.0,100.0,118.2,109.8,,,10.0,21.0,1.0,4.0,10.0,1.0,8.0,8.0,1.0,2.0,12.0,12.0,7.0,2.0,3.0,5.0,4.0,31.0,24.3,29.0,1.071,1.071,1.0,0.4,15.1,49.7,28.6,55.1,5.7,12.7,50.0,30.2,183.0,115.0,NOP,113,1,240.0,240.0,38.0,88.0,0.432,14.0,43.0,0.326,15.0,20.0,0.75,7.0,30.0,37.0,19.0,5.0,2.0,10.0,17.0,105.0,,,0.542,0.511,0.489,0.227,15.2,88.2,46.3,50.0,5.2,3.9,9.4,100.0,109.3,117.6,,,11.0,25.0,1.0,6.0,10.0,0.6,6.0,9.0,1.0,4.0,6.0,8.0,6.0,1.0,1.0,3.0,5.0,28.0,20.7,9.0,1.0,1.0,0.818,0.875,14.4,25.4,16.6,34.7,3.2,4.9,50.0,36.8,169.0,122.0,NYK,105,0,2023,2023-04-07,True
424,240.0,240.0,53.0,102.0,0.52,20.0,48.0,0.417,12.0,19.0,0.632,13.0,36.0,49.0,32.0,11.0,3.0,5.0,17.0,138.0,,,0.625,0.618,0.471,0.186,28.3,75.0,52.1,60.4,11.2,8.3,4.3,100.0,140.2,110.8,,,15.0,29.0,0.889,7.0,15.0,0.667,5.0,5.0,1.0,5.0,10.0,15.0,12.0,2.0,1.0,2.0,3.0,39.0,27.7,30.0,0.833,0.889,0.714,0.667,24.3,31.9,24.4,38.1,19.8,6.6,20.5,38.8,185.0,123.0,CHO,138,0,240.0,240.0,37.0,84.0,0.44,20.0,48.0,0.417,15.0,24.0,0.625,12.0,33.0,45.0,22.0,5.0,4.0,17.0,18.0,109.0,,,0.576,0.56,0.571,0.286,25.0,71.7,47.9,59.5,5.1,7.4,15.2,100.0,110.2,139.5,,,7.0,10.0,1.0,3.0,7.0,1.0,5.0,11.0,1.0,3.0,9.0,12.0,4.0,1.0,1.0,4.0,4.0,19.0,21.5,6.0,1.25,1.25,1.0,1.571,21.5,43.5,26.9,41.4,5.2,7.4,66.7,40.9,252.0,146.0,MIL,109,1,2023,2023-01-06,True
425,240.0,240.0,37.0,84.0,0.44,20.0,48.0,0.417,15.0,24.0,0.625,12.0,33.0,45.0,22.0,5.0,4.0,17.0,18.0,109.0,,,0.576,0.56,0.571,0.286,25.0,71.7,47.9,59.5,5.1,7.4,15.2,100.0,110.2,139.5,,,7.0,10.0,1.0,3.0,7.0,1.0,5.0,11.0,1.0,3.0,9.0,12.0,4.0,1.0,1.0,4.0,4.0,19.0,21.5,6.0,1.25,1.25,1.0,1.571,21.5,43.5,26.9,41.4,5.2,7.4,66.7,40.9,252.0,146.0,MIL,109,1,240.0,240.0,53.0,102.0,0.52,20.0,48.0,0.417,12.0,19.0,0.632,13.0,36.0,49.0,32.0,11.0,3.0,5.0,17.0,138.0,,,0.625,0.618,0.471,0.186,28.3,75.0,52.1,60.4,11.2,8.3,4.3,100.0,140.2,110.8,,,15.0,29.0,0.889,7.0,15.0,0.667,5.0,5.0,1.0,5.0,10.0,15.0,12.0,2.0,1.0,2.0,3.0,39.0,27.7,30.0,0.833,0.889,0.714,0.667,24.3,31.9,24.4,38.1,19.8,6.6,20.5,38.8,185.0,123.0,CHO,138,0,2023,2023-01-06,False
426,240.0,240.0,39.0,82.0,0.476,13.0,40.0,0.325,15.0,18.0,0.833,9.0,32.0,41.0,18.0,6.0,2.0,22.0,26.0,106.0,,,0.589,0.555,0.488,0.22,23.7,72.7,50.0,46.2,5.9,3.7,19.7,100.0,104.3,112.1,,,9.0,21.0,0.833,5.0,13.0,0.667,7.0,8.0,1.0,3.0,6.0,7.0,6.0,2.0,1.0,5.0,5.0,28.0,16.5,3.0,0.945,1.0,0.769,0.381,32.1,38.7,34.6,24.9,3.6,3.9,100.0,31.6,230.0,121.0,GSW,106,0,240.0,240.0,42.0,92.0,0.457,9.0,38.0,0.237,21.0,29.0,0.724,12.0,29.0,41.0,22.0,11.0,5.0,14.0,25.0,114.0,,,0.544,0.505,0.413,0.315,27.3,76.3,50.0,52.4,10.9,11.9,11.8,100.0,113.3,105.3,,,10.0,23.0,1.0,3.0,10.0,0.429,8.0,12.0,1.0,4.0,5.0,9.0,9.0,4.0,2.0,3.0,5.0,24.0,21.2,16.0,1.0,1.0,1.0,2.0,13.2,26.0,16.0,42.1,5.3,13.8,100.0,29.2,146.0,116.0,SAC,114,1,2023,2023-04-17,False
427,240.0,240.0,42.0,92.0,0.457,9.0,38.0,0.237,21.0,29.0,0.724,12.0,29.0,41.0,22.0,11.0,5.0,14.0,25.0,114.0,,,0.544,0.505,0.413,0.315,27.3,76.3,50.0,52.4,10.9,11.9,11.8,100.0,113.3,105.3,,,10.0,23.0,1.0,3.0,10.0,0.429,8.0,12.0,1.0,4.0,5.0,9.0,9.0,4.0,2.0,3.0,5.0,24.0,21.2,16.0,1.0,1.0,1.0,2.0,13.2,26.0,16.0,42.1,5.3,13.8,100.0,29.2,146.0,116.0,SAC,114,1,240.0,240.0,39.0,82.0,0.476,13.0,40.0,0.325,15.0,18.0,0.833,9.0,32.0,41.0,18.0,6.0,2.0,22.0,26.0,106.0,,,0.589,0.555,0.488,0.22,23.7,72.7,50.0,46.2,5.9,3.7,19.7,100.0,104.3,112.1,,,9.0,21.0,0.833,5.0,13.0,0.667,7.0,8.0,1.0,3.0,6.0,7.0,6.0,2.0,1.0,5.0,5.0,28.0,16.5,3.0,0.945,1.0,0.769,0.381,32.1,38.7,34.6,24.9,3.6,3.9,100.0,31.6,230.0,121.0,GSW,106,0,2023,2023-04-17,True
428,240.0,240.0,33.0,75.0,0.44,9.0,29.0,0.31,31.0,42.0,0.738,12.0,27.0,39.0,18.0,8.0,7.0,18.0,30.0,106.0,,,0.567,0.5,0.387,0.56,32.4,77.1,54.2,54.5,8.4,13.5,16.1,100.0,111.2,118.6,,,8.0,18.0,1.0,4.0,9.0,0.667,11.0,15.0,1.0,3.0,5.0,8.0,6.0,3.0,3.0,4.0,6.0,27.0,24.2,7.0,1.064,1.0,0.5,2.0,23.8,27.4,24.4,28.6,4.8,10.9,61.5,28.7,169.0,126.0,POR,106,0,240.0,240.0,39.0,76.0,0.513,9.0,24.0,0.375,26.0,36.0,0.722,8.0,25.0,33.0,25.0,8.0,6.0,15.0,30.0,113.0,,,0.615,0.572,0.316,0.474,22.9,67.6,45.8,64.1,8.4,13.0,14.0,100.0,119.2,111.8,,,11.0,26.0,1.0,3.0,9.0,1.0,7.0,9.0,0.8,3.0,9.0,12.0,7.0,2.0,3.0,3.0,5.0,32.0,18.6,17.0,1.036,1.1,1.0,1.333,11.7,33.3,22.8,35.5,3.9,8.9,30.0,41.9,168.0,119.0,MIN,113,1,2023,2023-01-04,False
